TECTONIC_SETTING,LOCATION,LATITUDE,LONGITUDE,LAND_SEA,SAMPLE_NAME,ROCK_NAME,ROCK_TYPE,SIO2_WT,TIO2_WT,AL2O3_WT,FE2O3_WT,FEO_WT,FEOT_WT,CAO_WT,MGO_WT,MNO_WT,K2O_WT,NA2O_WT,P2O5_WT,LI(PPM),BE(PPM),B(PPM),C(PPM),CO2(PPM),F(PPM),NA(PPM),MG(PPM),AL(PPM),P(PPM),S(PPM),CL(PPM),K(PPM),CA(PPM),SC(PPM),TI(PPM),V(PPM),CR(PPM),MN(PPM),FE(PPM),CO(PPM),NI(PPM),CU(PPM),ZN(PPM),GA(PPM),GE(PPM),AS(PPM),SE(PPM),BR(PPM),RB(PPM),SR(PPM),Y(PPM),ZR(PPM),NB(PPM),MO(PPM),RU(PPM),RH(PPM),PD(PPM),AG(PPM),CD(PPM),IN(PPM),SN(PPM),SB(PPM),TE(PPM),I(PPM),CS(PPM),BA(PPM),LA(PPM),CE(PPM),PR(PPM),ND(PPM),SM(PPM),EU(PPM),GD(PPM),TB(PPM),DY(PPM),HO(PPM),ER(PPM),TM(PPM),YB(PPM),LU(PPM),HF(PPM),TA(PPM),W(PPM),RE(PPM),OS(PPM),IR(PPM),PT(PPM),AU(PPM),HG(PPM),TL(PPM),PB(PPM),BI(PPM),TH(PPM),U(PPM)
OCEAN ISLAND,GALAPAGOS ISLANDS / MARCHENA (BINDLOE),0.98,-90.84,SAQ,s_DR40-1 [21895],BASALT [21895],VOL,49.15,1.21,16.42,,,10.67,11.54,7.93,0.17,0.2,2.7,,,,,,100.78,217.55,,,,519.7734,1078.48,115.98,1641.6904,,,7157.9846,,,,,,,,,,,,,,4.9368,144.668,21.3247,64.6133,8.5886,,,,,,,,,,,,,59.4427,6.5166,14.6067,,9.0857,2.5899,0.9007,3.0823,,3.8605,,2.6033,,2.1235,,2.1215,,,,,,,,,,0.1716,,0.8013,0.1922
OCEAN ISLAND,GALAPAGOS ISLANDS / MARCHENA (BINDLOE),0.98,-90.84,SAQ,s_DR40-3 [21895],BASALT [21895],VOL,49.44,1.18,16.32,,,10.58,11.46,8.01,0.19,0.21,2.66,,,,,,94.44,216.52,,,,516.92,1093.09,120.36,1740.38,,,7254.28,,,,,,,,,,,,,,5.12,148.58,21.51,65.85,9,,,,,,,,,,,,,62.54,6.75,14.82,,9.3,2.62,0.98,3.13,,3.96,,2.64,,2.19,,2.32,,,,,,,,,,0.19,,0.86,0.211
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),1.24,-91.12,SAQ,s_DR41-A-A [21895],BASALT [21895],VOL,50.17,1.72,15.41,,,10.38,12.12,7.28,0.18,0.24,2.82,,,,,,10.73,265,,,,806.37,855.38,126.42,2174.95,,,10531.18,,,,,,,,,,,,,,4.67,163.53,30.11,105.54,8.95,,,,,,,,,,,,,56.53,7.67,18.7,,13.46,4.26,1.3,4.57,,5.62,,3.76,,3.15,,3.35,,,,,,,,,,0.19,,0.83,0.249
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),1.71,-91.19,SAQ,s_DR46-A-1 [21895],BASALT [21895],VOL,49.01,2.11,15.92,,,10.6,11,7.14,0.19,0.43,2.78,,,,,,95.68,395.15,,,,1237.91,1228.66,278.27,3623.12,,,12825.14,,,,,,,,,,,,,,6.77,239.72,30.36,144.27,15.87,,,,,,,,,,,,,97.67,12.1,28.41,,18.03,5.01,1.55,5.2,,5.65,,3.67,,3.05,,3.79,,,,,,,,,,0.21,,1.3,0.35
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),1.89,-91.28,SAQ,s_DR47-A-1 [21895],BASALT [21895],VOL,50.22,1.25,15.04,,,10.03,12.9,7.98,0.2,0.11,2.35,,,,,,193.72,155.88,,,,472.95,999.99,110.98,931.32,,,7496.73,,,,,,,,,,,,,,1.78,97.78,25.19,64.28,3.79,,,,,,,,,,,,,24.09,3.42,9.44,1.57,7.88,2.62,0.99,3.92,0.76,4.79,1.11,2.98,0.47,2.91,0.46,2.28,,,,,,,,,,0.31,,0.33,0.094
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),1.87,-91.7,SAQ,s_DR50-1 [21895],BASALT [21895],VOL,50.21,1.82,14.57,,,11.64,11.08,6.9,0.22,0.27,2.53,,,,,,116.94,303.49,,,,906.5,1279.18,272.66,2094.54,,,10984.16,,,,,,,,,,,,,,6.19,113.61,35.76,109.26,9.61,,,,,,,,,,,,,58.63,7.19,17.83,,13.32,4.02,1.2,4.72,,6.1,,4.18,,3.69,,3.5,,,,,,,,,,0.17,,0.9,0.235
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),1.93,-92.08,SAQ,s_DR58-B-S [21895],BASALT [21895],VOL,48.93,1.24,16.12,,,10.3,12.1,8.21,0.21,0.09,2.34,,,,,,159.74,151.04,,,,440.69,1045.01,102.55,713.95,,,7232.57,,,,,,,,,,,,,,1.54,89.48,26.58,61.79,3.3,,,,,,,,,,,,,19.06,3.14,8.62,1.51,7.24,2.5,0.97,3.68,0.7,4.52,1.05,2.93,0.46,2.87,0.46,2.21,,,,,,,,,,0.3,,0.26,0.075
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),1.72,-91.72,SAQ,s_DR60-1 [21895],BASALT [21895],VOL,49.81,1.25,15.5,,,10.24,12.66,8,0.22,0.09,2.5,,,,,,106.02,141.67,,,,453.54,1072.59,140.95,667.41,,,7467.33,,,,,,,,,,,,,,1.43,97.57,27.67,66.07,2.6,,,,,,,,,,,,,17.2,2.86,8.45,1.49,8.14,2.74,1.05,4.19,0.83,4.99,1.25,3.23,0.55,3.26,0.55,2.27,,,,,,,,,,0.27,,0.25,0.066
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),1.19,-91.69,SAQ,s_DR62-2 [21895],BASALT [21895],VOL,48.75,0.68,17.53,,,9.36,12.63,9.38,0.17,0.03,2.05,,,,,,108.15,61.4,,,,181.92,887.88,14.48,191.39,,,4009.74,,,,,,,,,,,,,,0.35,68.53,18.34,28.8,0.82,,,,,,,,,,,,,4.9,1.02,3.26,0.62,3.58,1.54,0.65,2.34,0.43,3.16,0.68,2.06,0.32,2.1,0.33,1.26,,,,,,,,,,0.13,,0.06,0.022
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),0.89,-91.42,SAQ,s_DR65-1 [21895],BASALT [21895],VOL,49.05,2.1,15.15,,,10.85,11.71,6.85,0.18,0.27,3.12,,,,,,52.68,315.35,,,,953.19,951.72,83.35,2281.94,,,12581.17,,,,,,,,,,,,,,4.8,211.9,31.13,131.14,9.97,,,,,,,,,,,,,55,8.53,21.53,,16.19,4.82,1.41,5.09,,5.99,,3.69,,3,,3.8,,,,,,,,,,0.2,,0.86,0.244
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),0.86,-90.84,SAQ,s_DR68-3 [21895],BASALT [21895],VOL,50.19,2.53,13.8,,,12.72,10.43,5.47,0.2,0.52,3.22,,,,,,90.59,535.08,,,,1339.56,1582.37,493.31,4293.91,,,15536.64,,,,,,,,,,,,,,9.55,235.27,34.2,160.24,23.86,,,,,,,,,,,,,121.04,16.52,38.08,,22.51,5.77,1.82,6.35,,6.43,,4.03,,3.35,,4.46,,,,,,,,,,0.28,,1.78,0.472
OCEAN ISLAND,GALAPAGOS ISLANDS / DARWIN (CULPEPPER),0.86,-90.84,SAQ,s_DR68-4 [21895],BASALT [21895],VOL,50.35,2.55,13.83,,,12.64,10.51,5.46,0.21,0.52,3.21,,,,,,90.44,512.15,,,,1359.47,1549.65,482.14,4150.27,,,15511.46,,,,,,,,,,,,,,9.72,236.68,34.9,163.79,23.47,,,,,,,,,,,,,119.66,16.73,38.38,,23.1,5.77,1.87,6.37,,6.37,,4.08,,3.25,,4.44,,,,,,,,,,0.3,,1.65,0.454
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / WOLF VOLCANO,0.2667,-91.4333,SAQ,s_D3A-2 [21895],BASALT [21895],VOL,48.85,3.23,14.48,,,11.34,11.5,6.28,0.19,0.52,3.22,,,,,,84.25,526.06,,,,1583.62,1318.57,297.46,4120.73,,,18612.71,,,,,,,,,,,,,,6.76,391.62,32.59,232.21,18.34,,,,,,,,,,,,,66.48,15.18,40.94,5.78,26.65,6.8,2.39,7.28,1.13,6.53,1.22,3.16,0.43,2.77,0.39,5.36,,,,,,,,,,1.37,,1.01,0.382
OCEAN ISLAND,GALAPAGOS ISLANDS / N/A,0,-92,SAE,s_GALAPAGOS [21958],NOT GIVEN [21958],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SAN CRISTOBAL (CHATHAM),-0.75,-89.4,SAE,s_SC-30 [601],THOLEIITE [601],VOL,47.79,1.59,15.84,2.75,7.05,,10.55,11.61,0.18,0.45,2.43,0.21,5.5,,,,,,,,,,,,,,32,,,550,,,63,286,72,78,,,,,,7.7,385,,,,,,,,,,,,,,,,104,10.9,,,,3.4,1.3,,0.7,,,,,2.3,0.4,2.7,1.2,,,,,,,,,,,0.9,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA FE (BARRINGTON),-0.85,-90.5,SAE,s_SF-1 [605],"BASALT, TRANSITIONAL [605]",VOL,47.03,3.34,14.96,5.66,7.23,,9.75,6.93,0.25,0.85,3.85,0.47,8.1,,,,,,,,,,,,,,,,,114,,,55,44,,,,,,,,14,340,,,,,,,,,,,,,,,,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA FE (BARRINGTON),-0.85,-90.5,SAE,s_SF-7 [605],"BASALT, TRANSITIONAL [605]",VOL,50.79,1.9,16.38,5.65,5.11,,8.61,6.75,0.19,0.72,3.64,0.43,8.7,,,,,,,,,,,,,,,,,289,,,60,160,,,,,,,,14,291,,,,,,,,,,,,,,,,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA FE (BARRINGTON),-0.85,-90.5,SAE,s_SF-8 [605],"BASALT, TRANSITIONAL [605]",VOL,48.26,1.88,15.55,6.65,5.37,,9.2,7.02,0.18,0.62,3.49,0.36,7.7,,,,,,,,,,,,,,,,,307,,,53,164,,,,,,,,11,263,,,,,,,,,,,,,,,,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA FE (BARRINGTON),-0.85,-90.5,SAE,s_SF-11 [605],"BASALT, TRANSITIONAL [605]",VOL,48.76,2.74,15.93,9.87,2.68,,9.99,4.92,0.24,0.59,3.74,0.43,6.8,,,,,,,,,,,,,,,,,97,,,59,59,,,,,,,,9.6,357,,,,,,,,,,,,,,,,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA FE (BARRINGTON),-0.85,-90.5,SAE,s_SF12 [605],"BASALT, TRANSITIONAL [605]",VOL,47.38,2.1,16.28,7.04,4.41,,9.65,7.18,0.17,0.61,3.62,0.42,8.9,,,,,,,,,,,,,,,,,257,,,64,174,,,,,,,,8.5,349,,,,,,,,,,,,,,,,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA FE (BARRINGTON),-0.85,-90.5,SAE,s_SF-14 [605],"BASALT, TRANSITIONAL [605]",VOL,49.25,2.74,16.29,4.04,7.46,,9.34,5.87,0.18,0.84,3.86,0.47,8.3,,,,,,,,,,,,,,,,,141,,,60,83,,,,,,,,16,309,,,,,,,,,,,,,,,,183,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA FE (BARRINGTON),-0.85,-90.5,SAE,s_SF-15 [605],"BASALT, TRANSITIONAL [605]",VOL,49.2,2.06,16.29,7.46,3.99,,10.17,5.91,0.36,0.59,3.58,0.45,8.1,,,,,,,,,,,,,,,,,180,,,59,111,,,,,,,,7.5,231,,,,,,,,,,,,,,,,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ALCEDO,-0.41,-91.03,SAE,s_E-149 [609],"THOLEIITE, OLIVINE [609]",VOL,47.98,1.95,17.51,2.73,7.93,,11.59,6.21,0.16,0.32,2.64,0.22,5.6,,,,,,,,,,,,,,,,,229,,,52,142,93,97,,,,,,4,322,,,,,,,,,,,,,,,,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ALCEDO,-0.41,-91.03,SAE,s_E-148 [609],BASALT [609],VOL,47.92,3.53,13.32,3.77,11.09,,8.66,4.63,0.22,0.63,3.32,0.47,8.4,,,,,,,,,,,,,,,,,26,,,62,23,88,142,,,,,,8,290,,,,,,,,,,,,,,,,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / MARCHENA (BINDLOE),0.33,-90.42,SAE,s_G4 [621],BASALT [621],VOL,,,,,,,,,,0.221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / BALTRA (SOUTH SEYMOUR),-0.41,-90.22,SAE,s_G11 [621],BASALT [621],VOL,,,,,,,,,,0.565,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE),-0.6,-90.38,SAE,s_G14 [621],BASALT [621],VOL,,,,,,,,,,0.761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / RABIDA (JERVIS),-0.4,-90.67,SAE,s_G17 [621],BASALT [621],VOL,,,,,,,,,,0.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_G21 [621],BASALT [621],VOL,,,,,,,,,,0.676,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA CRUZ (INDEFATIGABLE),-0.63,-90.38,SAE,s_G23 [621],BASALT [621],VOL,,,,,,,,,,0.425,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA CRUZ (INDEFATIGABLE),-0.63,-90.38,SAE,s_G27 [621],BASALT [621],VOL,,,,,,,,,,0.567,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / SANTA CRUZ (INDEFATIGABLE),-0.63,-90.38,SAE,s_G28 [621],BASALT [621],VOL,,,,,,,,,,0.317,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_G32 [621],BASALT [621],VOL,,,,,,,,,,0.098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / FLOREANA (SANTA MARIA, CHARLES)",-1.28,-90.41,SAE,s_G43 [621],BASALT [621],VOL,,,,,,,,,,0.852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R3 FLOW,-0.7,-90.7,SAE,s_DH-8K [615],THOLEIITE [615],VOL,48.24,2.49,14.93,4.06,8.72,,10.39,6.78,0.19,0.43,2.93,0.27,,,,,,,,,,,,,,,33.2,,,60,,,49.3,93,,,,,,,,6,320,,157,,,,,,,,,,,,,,80,12,29,,,5.1,1.89,,0.95,,,,,2.6,0.43,3.8,1.05,,,,,,,,,,,1.15,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R3 FLOW,-0.7,-90.7,SAE,s_DH-8M [615],THOLEIITE [615],VOL,47.97,2.71,14.66,2.73,10.2,,10.91,6.44,0.21,0.4,2.9,0.28,,,,,,,,,,,,,,,34.5,,,70,,,46.5,70,,,,,,,,8,318,,171,,,,,,,,,,,,,,,13,30,,,5.2,1.96,,1.04,,,,,2.6,0.35,4,1.09,,,,,,,,,,,1.15,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R4 FLOW,-0.7,-90.7,SAE,s_DH-8T [615],THOLEIITE [615],VOL,48.52,2.59,15.76,5.72,7.31,,10.27,5.58,0.2,0.42,2.95,0.31,,,,,,,,,,,,,,,32.5,,,50,,,44.2,57,,,,,,,,9,324,,177,,,,,,,,,,,,,,80,13.3,32,,,5.7,2.13,,1.09,,,,,3,0.41,4.3,1.2,,,,,,,,,,,1.3,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R3 FLOW,-0.7,-90.7,SAE,s_DH-80 [615],THOLEIITE [615],VOL,48.12,2.08,17.86,3.3,7.04,,11.56,6.1,0.16,0.36,2.81,0.24,,,,,,,,,,,,,,,27.2,,,66,,,38.5,,,,,,,,,5,349,,131,,,,,,,,,,,,,,35,8.7,22,,,3.8,1.54,,0.71,,,,,1.89,0.29,2.9,0.75,,,,,,,,,,,0.88,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / R6 FLOW / MAIN SHIELD,-0.7,-90.7,SAE,s_DH-8Y [615],THOLEIITE [615],VOL,48.42,1.68,20.24,4.97,3.74,,12.13,4.48,0.13,0.28,2.74,0.2,,,,,,,,,,,,,,,25.2,,,57,,,34.2,54,,,,,,,,6,384,,120,,,,,,,,,,,,,,,9.8,23,,,4,1.55,,0.71,,,,,2,0.24,3,0.83,,,,,,,,,,,0.86,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R1 FLOW,-0.7,-90.7,SAE,s_DH-8B [615],BASALT [615],VOL,48.84,3.4,13.27,4.3,10.59,,9.15,4.87,0.23,0.62,3.23,0.41,,,,,,,,,,,,,,,35,,,28,,,43,,,,,,,,,12,288,,249,,,,,,,,,,,,,,110,18.5,44,,,8.4,2.65,,1.46,,,,,4,0.55,6,1.56,,,,,,,,,,,2.03,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / NORTHERN YOUNGER SHIELD / T FLOW,-0.7,-90.7,SAE,s_DH-6B [615],BASALT [615],VOL,48.26,3.61,15.22,3.88,9.55,,10.07,4.31,0.2,0.69,3.21,0.38,,,,,,,,,,,,,,,29.9,,,28,,,37.9,,,,,,,,,,,,,,,,,,,,,,,,,,,16.8,40,,,7.7,2.56,,1.21,,,,,3.4,0.52,5.8,1.63,,,,,,,,,,,1.77,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / NORTHERN YOUNGER SHIELD / T FLOW,-0.7,-90.7,SAE,s_DH-6H [615],BASALT [615],VOL,46.63,4.4,11.93,5.57,10.66,,9.97,4.7,0.25,0.81,3.23,0.5,,,,,,,,,,,,,,,40.3,,,35,,,45,,,,,,,,,12,273,,294,,,,,,,,,,,,,,160,22.3,56,,,9.4,3.2,,1.82,,,,,4.7,0.65,7.6,2.09,,,,,,,,,,,2.37,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN),-0.7,-90.7,SAE,s_DH-17B [615],ICELANDITE [615],VOL,53.48,2.13,15.24,3.81,6.94,,8.14,4.11,0.17,1.01,3.44,0.31,,,,,,,,,,,,,,,27.7,,,88,,,29.5,36,,,,,,,,18,261,,323,,,,,,,,,,,,,,150,25.7,62,,,9.6,2.77,,1.63,,,,,4.5,0.72,8.4,1.73,,,,,,,,,,,3.59,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R2 FLOW,-0.7,-90.7,SAE,s_DH-8G [615],ICELANDITE [615],VOL,51.02,2.86,13.9,8.17,5.03,,7.97,4.34,0.22,1.13,3.7,0.58,,,,,,,,,,,,,,,28.2,,,15,,,33,13,,,,,,,,21,296,,344,,,,,,,,,,,,,,160,25.9,61,,,10.1,3.19,,1.77,,,,,4.8,0.77,8.1,2.13,,,,,,,,,,,3,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R3 FLOW,-0.7,-90.7,SAE,s_DH-6J [615],ICELANDITE [615],VOL,54.7,2.06,14.97,2.71,7.79,,7.96,4.01,0.21,1.08,3.87,0.31,,,,,,,,,,,,,,,26,,,71,,,32,42,,,,,,,,23,270,,396,,,,,,,,,,,,,,170,27.1,63,,,10.6,2.75,,1.82,,,,,5.3,0.8,9,1.99,,,,,,,,,,,3.36,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / R5 FLOW / MAIN SHIELD,-0.7,-90.7,SAE,s_DH-8V [615],ICELANDITE [615],VOL,53.44,2.49,14.04,5.1,7.12,,7.17,3.45,0.22,1.08,3.95,0.71,,,,,,,,,,,,,,,25.1,,,7.2,,,30.3,,,,,,,,,26,282,,453,,,,,,,,,,,,,,215,34,84,,,12.8,3.65,,2.23,,,,,6.2,0.83,10.7,2.67,,,,,,,,,,,4.09,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / R6 FLOW / MAIN SHIELD,-0.7,-90.7,SAE,s_DH-8X [615],ICELANDITE [615],VOL,58.83,1.29,15.72,2.27,4.91,,5.57,2.65,0.14,1.49,4.51,0.31,,,,,,,,,,,,,,,13.9,,,10.3,,,16.9,,,,,,,,,29,258,,433,,,,,,,,,,,,,,230,30.5,74,,,8.8,2.46,,1.54,,,,,4.81,0.8,10.7,2.02,,,,,,,,,,,5.46,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R4 FLOW,-0.7,-90.7,SAE,s_DH-8P [615],DACITE [615],VOL,62.2,0.89,14.75,1.4,4.32,,3.51,1.51,0.13,2.09,5.15,0.27,,,,,,,,,,,,,,,12.1,,,,,,8.2,,,,,,,,,43,194,,617,,,,,,,,,,,,,,320,41,100,,,11.7,2.88,,2.06,,,,,6.4,1,14.7,2.75,,,,,,,,,,,7.1,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R4 FLOW,-0.7,-90.7,SAE,s_DH-8R [615],DACITE [615],VOL,62.74,0.96,14.72,3.26,2.57,,3.69,1.44,0.13,2.04,5.21,0.26,,,,,,,,,,,,,,,11.9,,,2.5,,,8,,,,,,,,,34,198,,575,,,,,,,,,,,,,,300,37,87,,,11.9,3.1,,1.95,,,,,6,0.95,13.5,2.5,,,,,,,,,,,7.05,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN) / MAIN SHIELD / R7 FLOW,-0.7,-90.7,SAE,s_DL-1A [615],RHYOLITE [615],VOL,69.77,0.38,13.19,2.14,3.14,,1.6,0.05,0.16,2.98,5.8,0.04,,,,,,,,,,,,,,,4.5,,,4.4,,,0.73,,,,,,,,,54,91,,1032,,,,,,,,,,,,,,425,70,146,,,21.5,4.41,,3.92,,,,,13,1.79,25.7,6.1,,,,,,,,,,,9.3,
OCEAN ISLAND,GALAPAGOS ISLANDS / PINZON (DUNCAN),-0.7,-90.7,SAE,s_DH-18C [615],RHYOLITE [615],VOL,68.19,0.27,12.84,1.96,2.13,,1.31,0.14,0.13,4.05,5.05,0.05,,,,,,,,,,,,,,,2,,,,,,0.58,,,,,,,,,67,64,,876,,,,,,,,,,,,,,475,70,153,,,22,3.81,,3.94,,,,,12.9,1.81,23.5,5.6,,,,,,,,,,,10.6,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_JL-74 [626],BASALT [626],VOL,46.8,1.84,16.22,1.84,8.77,,12.47,8.18,0.19,0.07,2.36,0.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_JL-122 [626],BASALT [626],VOL,47.06,1.37,16.71,2.65,7.62,,12.52,9.5,0.18,0.03,2.45,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_JH-86 [626],BASALT [626],VOL,46.46,1.26,16,2.95,7.37,,11.97,10.79,0.18,0.06,2.28,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,"GALAPAGOS ISLANDS / SANTIAGO (JAMES, SAN SALVADOR)",-0.25,-91.7,SAE,s_JH115 [626],BASALT [626],VOL,46.87,1.43,16.42,3.81,7.01,,11.74,9.52,0.18,0.15,2.38,0.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.546,SAE,s_E97-101 [6186],BASALT [6186],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,415.2,44.57,267.4,,,,,,,,,,,,,,190.2,27.94,65.2,8.85,38.04,8.32,2.72,8.79,1.5,8.06,1.55,3.98,0.63,3.5,0.54,6.47,1.79,,,,,,,,,2.1,,2.53,0.76
OCEAN ISLAND,GALAPAGOS ISLANDS / ISABELA (ALBEMARLE) / ECUADOR,-0.02,-91.546,SAE,s_E97-08 [6186],BASALT [6186],VOL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.57,413.7,38.62,248.1,,,,,,,,,,,,,,176.4,24.59,58.4,7.76,35.19,8.18,2.48,7.87,1.29,7.27,1.44,3.91,0.59,3.57,0.52,5.85,1.82,,,,,,,,,1.51,,2.04,0.59
